age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
36,blue-collar,single,secondary,no,yes,yes,cellular,may,11,270,2,347,1,failure
57,management,married,tertiary,no,no,no,cellular,jul,29,339,3,-1,0,unknown
55,management,married,primary,no,no,no,cellular,sep,4,328,2,94,2,success
44,admin.,married,secondary,no,yes,yes,unknown,may,16,159,1,-1,0,unknown
47,self-employed,married,tertiary,no,yes,no,cellular,may,6,323,2,364,1,failure
31,blue-collar,married,secondary,no,yes,no,cellular,apr,20,342,1,-1,0,unknown
35,management,married,tertiary,yes,yes,no,cellular,nov,21,180,1,-1,0,unknown
39,management,married,tertiary,no,no,yes,cellular,jul,28,60,3,-1,0,unknown
50,management,married,tertiary,no,no,no,cellular,nov,17,223,1,96,2,failure
29,management,married,tertiary,no,yes,no,cellular,may,18,1434,2,356,4,failure
30,services,single,secondary,no,yes,no,unknown,may,6,30,2,-1,0,unknown
46,services,married,secondary,no,yes,no,unknown,may,16,134,4,-1,0,unknown
27,management,single,unknown,no,no,no,cellular,feb,9,10,2,-1,0,unknown
48,admin.,divorced,secondary,no,no,no,cellular,apr,2,397,2,-1,0,unknown
26,student,single,secondary,no,yes,no,cellular,may,5,620,1,-1,0,unknown
36,management,single,tertiary,no,no,no,cellular,nov,21,6,6,-1,0,unknown
42,blue-collar,married,primary,no,yes,yes,cellular,may,7,209,2,-1,0,unknown
50,housemaid,married,primary,no,yes,no,unknown,may,15,419,2,-1,0,unknown
49,blue-collar,married,secondary,no,yes,no,cellular,nov,18,283,2,-1,0,unknown
45,management,married,tertiary,no,no,no,cellular,aug,8,188,2,-1,0,unknown
23,student,single,secondary,no,no,no,cellular,sep,16,267,1,-1,0,unknown
38,technician,single,secondary,no,yes,no,cellular,apr,7,196,2,-1,0,unknown
32,management,single,tertiary,no,yes,no,cellular,apr,17,245,1,149,2,failure
60,technician,single,primary,no,no,no,cellular,aug,26,323,1,-1,0,unknown
30,entrepreneur,married,secondary,no,yes,no,cellular,nov,19,1065,1,183,1,other
58,housemaid,married,tertiary,no,no,no,unknown,jun,11,138,5,-1,0,unknown
60,retired,married,primary,no,no,no,cellular,jun,4,207,1,-1,0,unknown
38,services,married,secondary,no,no,no,unknown,jun,25,456,3,-1,0,unknown
51,technician,married,secondary,no,yes,no,cellular,aug,5,261,1,-1,0,unknown
42,admin.,married,secondary,no,yes,no,cellular,may,11,80,1,308,4,failure
30,services,single,secondary,no,yes,no,cellular,may,18,131,6,363,9,failure
40,management,married,primary,no,yes,no,unknown,jun,6,94,7,-1,0,unknown
37,management,married,tertiary,no,yes,no,cellular,may,14,567,3,275,4,failure
53,technician,divorced,primary,no,yes,no,unknown,may,30,153,1,-1,0,unknown
27,services,single,secondary,no,yes,no,cellular,may,13,109,1,-1,0,unknown
39,blue-collar,married,secondary,no,yes,no,cellular,apr,30,53,1,325,1,failure
39,blue-collar,married,primary,no,yes,no,unknown,jun,16,77,1,-1,0,unknown
59,retired,married,tertiary,no,no,no,telephone,mar,27,234,2,-1,0,unknown
37,services,married,secondary,no,yes,no,telephone,may,13,121,2,341,4,failure
41,blue-collar,married,primary,no,yes,no,cellular,jul,15,155,2,-1,0,unknown
45,blue-collar,married,primary,no,no,no,cellular,apr,17,108,1,-1,0,unknown
48,management,married,tertiary,no,no,no,unknown,jun,17,159,3,-1,0,unknown
48,technician,married,secondary,no,yes,no,unknown,may,26,208,3,-1,0,unknown
32,blue-collar,married,secondary,no,no,no,cellular,may,12,215,1,-1,0,unknown
35,services,married,secondary,no,yes,no,unknown,may,6,597,3,-1,0,unknown
33,management,single,tertiary,no,yes,no,cellular,feb,4,505,2,260,1,other
28,blue-collar,single,primary,no,yes,yes,unknown,jun,3,380,4,-1,0,unknown
64,retired,married,unknown,no,no,no,cellular,mar,12,120,1,-1,0,unknown
35,technician,married,secondary,no,no,no,cellular,aug,27,106,4,-1,0,unknown
33,blue-collar,married,secondary,no,yes,no,cellular,may,14,332,2,358,2,failure
41,technician,married,secondary,no,yes,no,unknown,may,15,221,4,-1,0,unknown
34,admin.,married,secondary,no,yes,no,cellular,jun,4,80,1,-1,0,unknown
37,technician,single,tertiary,no,no,no,cellular,may,4,60,5,87,1,success
38,blue-collar,married,primary,no,yes,yes,telephone,may,13,212,3,-1,0,unknown
39,blue-collar,married,primary,no,yes,no,cellular,apr,14,493,3,-1,0,unknown
35,technician,divorced,tertiary,no,yes,no,cellular,nov,19,98,2,-1,0,unknown
28,blue-collar,single,secondary,no,no,yes,cellular,jul,8,681,1,-1,0,unknown
27,blue-collar,single,secondary,no,no,no,cellular,jul,22,203,1,-1,0,unknown
48,retired,married,primary,yes,no,yes,cellular,nov,19,157,1,-1,0,unknown
50,blue-collar,married,secondary,no,no,no,unknown,jun,16,287,1,-1,0,unknown
45,self-employed,married,secondary,no,yes,no,cellular,aug,7,159,2,-1,0,unknown
41,technician,married,tertiary,no,yes,no,unknown,may,14,125,1,-1,0,unknown
39,technician,married,secondary,no,no,no,cellular,jul,8,202,2,-1,0,unknown
44,management,married,secondary,no,yes,no,telephone,may,8,37,3,303,1,failure
54,admin.,married,secondary,no,no,no,cellular,jan,28,161,1,98,2,failure
49,management,married,tertiary,no,no,no,cellular,aug,6,72,4,-1,0,unknown
34,blue-collar,single,secondary,no,no,no,cellular,feb,2,342,1,-1,0,unknown
75,retired,divorced,tertiary,no,yes,no,cellular,nov,16,262,1,183,1,failure
42,management,married,tertiary,no,no,no,cellular,aug,13,325,2,-1,0,unknown
53,blue-collar,married,secondary,no,no,no,telephone,aug,19,223,7,-1,0,unknown
49,management,divorced,tertiary,no,no,no,cellular,jul,31,1212,4,-1,0,unknown
31,services,single,secondary,no,no,no,cellular,aug,29,319,2,-1,0,unknown
45,blue-collar,single,primary,no,no,no,cellular,jan,29,182,2,-1,0,unknown
39,self-employed,married,secondary,no,yes,yes,cellular,jul,17,330,1,-1,0,unknown
46,technician,married,secondary,no,yes,yes,cellular,nov,19,514,1,-1,0,unknown
42,admin.,divorced,secondary,no,yes,no,unknown,may,14,213,1,-1,0,unknown
37,management,married,tertiary,no,yes,no,cellular,may,7,551,1,351,1,failure
26,technician,single,tertiary,no,yes,no,cellular,apr,16,472,2,-1,0,unknown
37,management,single,tertiary,no,yes,no,cellular,apr,15,140,4,327,2,failure
36,services,single,secondary,no,yes,no,unknown,may,7,142,1,-1,0,unknown
29,blue-collar,single,primary,no,yes,no,unknown,jun,4,135,3,-1,0,unknown
36,blue-collar,married,primary,no,yes,yes,unknown,may,23,293,1,-1,0,unknown
26,technician,married,tertiary,no,yes,no,unknown,may,13,107,1,-1,0,unknown
32,blue-collar,married,secondary,no,yes,no,unknown,may,20,127,2,-1,0,unknown
40,management,married,tertiary,no,yes,no,cellular,nov,20,1816,1,-1,0,unknown
53,management,married,primary,no,no,no,cellular,feb,4,200,3,-1,0,unknown
29,management,married,tertiary,no,yes,no,cellular,may,12,418,1,-1,0,unknown
34,technician,single,tertiary,no,yes,no,cellular,jul,22,387,4,-1,0,unknown
43,blue-collar,married,secondary,no,no,no,cellular,may,5,156,1,337,3,failure
56,management,married,tertiary,no,no,yes,cellular,jul,21,121,2,-1,0,unknown
55,entrepreneur,divorced,tertiary,no,no,no,unknown,jun,6,108,2,-1,0,unknown
31,self-employed,married,tertiary,no,yes,no,cellular,may,7,47,1,-1,0,unknown
27,admin.,single,secondary,no,yes,no,cellular,apr,20,16,5,322,4,other
36,management,married,secondary,no,yes,no,cellular,nov,18,54,2,-1,0,unknown
44,management,married,tertiary,no,yes,no,cellular,aug,6,265,2,-1,0,unknown
37,admin.,divorced,tertiary,no,yes,no,unknown,may,23,168,1,-1,0,unknown
30,admin.,single,secondary,no,yes,no,cellular,may,7,115,3,-1,0,unknown
42,technician,single,secondary,no,no,no,cellular,aug,26,31,8,-1,0,unknown
30,management,married,tertiary,no,yes,no,telephone,jul,25,279,4,-1,0,unknown
62,retired,married,secondary,no,no,no,cellular,sep,1,28,2,-1,0,unknown
24,blue-collar,married,secondary,no,yes,no,cellular,apr,20,369,1,-1,0,unknown
31,technician,married,secondary,no,yes,no,unknown,may,13,247,1,-1,0,unknown
66,retired,married,tertiary,no,no,no,cellular,apr,22,155,1,-1,0,unknown
47,admin.,married,secondary,no,no,no,cellular,jul,10,89,1,-1,0,unknown
39,entrepreneur,married,tertiary,no,yes,no,cellular,nov,17,180,1,-1,0,unknown
35,technician,married,secondary,no,yes,no,cellular,nov,18,854,1,-1,0,unknown
35,admin.,divorced,secondary,no,yes,no,cellular,apr,17,46,1,-1,0,unknown
27,technician,married,secondary,no,yes,yes,unknown,may,28,266,2,-1,0,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,may,5,321,2,-1,0,unknown
44,management,married,tertiary,no,no,no,cellular,aug,28,99,24,-1,0,unknown
42,blue-collar,married,secondary,no,yes,no,unknown,may,9,147,1,-1,0,unknown
34,self-employed,single,tertiary,no,no,no,cellular,apr,30,430,1,-1,0,unknown
25,services,single,secondary,no,no,yes,cellular,jul,7,264,1,-1,0,unknown
40,technician,single,secondary,no,no,no,cellular,jul,16,156,6,-1,0,unknown
43,management,divorced,tertiary,no,no,no,cellular,may,26,118,1,102,2,failure
55,unemployed,married,tertiary,no,no,no,unknown,may,6,343,3,-1,0,unknown
50,blue-collar,married,secondary,no,yes,no,cellular,aug,7,226,3,-1,0,unknown
45,management,divorced,tertiary,no,no,no,unknown,jun,1,5,1,-1,0,unknown
35,blue-collar,divorced,secondary,no,yes,no,cellular,nov,20,138,1,-1,0,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,sep,10,185,1,99,5,success
59,housemaid,married,secondary,no,no,no,telephone,feb,3,722,1,99,4,failure
34,self-employed,married,secondary,no,yes,no,unknown,may,21,748,1,-1,0,unknown
39,management,married,tertiary,no,yes,no,unknown,may,26,142,1,-1,0,unknown
40,management,single,secondary,no,yes,no,cellular,nov,17,523,3,-1,0,unknown
36,blue-collar,single,primary,no,yes,no,unknown,jun,20,8,10,-1,0,unknown
40,management,married,tertiary,no,yes,no,cellular,nov,17,153,1,-1,0,unknown
55,self-employed,married,secondary,no,yes,no,unknown,may,20,210,2,-1,0,unknown
38,entrepreneur,married,secondary,yes,yes,no,cellular,jul,10,121,1,-1,0,unknown
61,admin.,married,secondary,no,no,no,cellular,mar,12,212,1,-1,0,unknown
41,management,married,tertiary,no,yes,no,unknown,may,21,253,3,-1,0,unknown
57,blue-collar,married,primary,no,yes,no,unknown,may,13,139,4,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,unknown,may,9,71,1,-1,0,unknown
77,retired,married,tertiary,no,no,no,telephone,may,4,421,1,92,2,success
35,services,married,secondary,no,yes,no,unknown,may,28,199,1,-1,0,unknown
54,blue-collar,married,secondary,no,yes,no,unknown,may,14,108,1,-1,0,unknown
37,management,single,unknown,no,yes,no,unknown,may,20,247,2,-1,0,unknown
56,management,single,secondary,no,yes,no,telephone,jul,9,236,4,-1,0,unknown
40,technician,married,secondary,no,yes,no,cellular,feb,4,97,4,196,5,failure
40,management,married,tertiary,no,no,no,cellular,jul,14,109,8,-1,0,unknown
54,management,married,tertiary,no,yes,no,cellular,jun,2,112,2,-1,0,unknown
55,housemaid,married,primary,no,yes,no,unknown,jun,19,15,10,-1,0,unknown
55,services,divorced,secondary,yes,yes,no,cellular,jul,22,502,3,-1,0,unknown
52,blue-collar,married,primary,no,yes,no,unknown,may,16,30,3,-1,0,unknown
55,blue-collar,single,primary,no,yes,no,unknown,jun,2,193,2,-1,0,unknown
33,management,married,tertiary,no,yes,no,cellular,aug,13,347,2,-1,0,unknown
52,blue-collar,married,unknown,no,yes,no,unknown,may,15,468,2,-1,0,unknown
33,services,divorced,secondary,no,yes,no,unknown,may,27,148,1,-1,0,unknown
53,admin.,married,secondary,no,no,no,telephone,mar,16,295,1,91,2,success
46,admin.,married,secondary,no,no,no,cellular,aug,26,388,6,-1,0,unknown
44,technician,single,secondary,no,yes,no,cellular,aug,12,1735,4,-1,0,unknown
48,management,divorced,tertiary,no,yes,no,unknown,may,6,339,1,-1,0,unknown
50,housemaid,married,secondary,no,yes,no,cellular,may,13,172,1,370,1,failure
34,technician,single,secondary,no,yes,yes,cellular,nov,19,117,2,-1,0,unknown
38,technician,single,secondary,no,no,yes,unknown,jun,20,587,2,-1,0,unknown
42,management,single,tertiary,no,yes,no,cellular,nov,19,501,2,-1,0,unknown
32,management,single,tertiary,no,no,no,cellular,aug,14,203,5,84,1,failure
58,admin.,married,secondary,no,yes,yes,telephone,jul,25,282,9,-1,0,unknown
31,management,married,tertiary,no,no,no,cellular,aug,28,110,5,-1,0,unknown
19,student,single,primary,no,no,no,cellular,jul,10,104,2,-1,0,unknown
41,management,married,tertiary,no,no,no,cellular,oct,15,231,1,-1,0,unknown
31,unemployed,married,secondary,no,yes,no,unknown,may,20,378,3,-1,0,unknown
52,self-employed,single,primary,no,no,yes,cellular,jul,15,193,6,-1,0,unknown
42,self-employed,divorced,tertiary,no,yes,no,unknown,jun,24,110,5,-1,0,unknown
41,blue-collar,single,secondary,no,yes,no,cellular,may,12,92,1,-1,0,unknown
30,blue-collar,single,secondary,no,no,no,cellular,jun,23,1407,1,-1,0,unknown
38,blue-collar,married,secondary,no,yes,yes,cellular,feb,6,168,1,212,2,failure
32,management,married,tertiary,no,yes,no,cellular,jul,17,738,3,-1,0,unknown
52,technician,married,secondary,no,yes,no,cellular,feb,18,220,1,63,5,failure
48,management,divorced,tertiary,no,yes,no,unknown,may,27,89,2,-1,0,unknown
36,management,married,tertiary,no,yes,no,cellular,jul,31,30,29,-1,0,unknown
45,unemployed,divorced,primary,no,no,no,cellular,apr,20,103,1,325,4,failure
34,technician,married,tertiary,no,yes,yes,unknown,jun,2,70,1,-1,0,unknown
36,blue-collar,married,primary,no,yes,no,cellular,apr,20,904,2,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,may,14,159,1,367,2,other
61,retired,married,secondary,no,no,no,cellular,sep,11,336,1,81,2,other
54,services,married,secondary,no,no,no,unknown,jun,19,220,1,-1,0,unknown
50,entrepreneur,married,secondary,no,no,no,telephone,nov,17,238,1,-1,0,unknown
43,admin.,divorced,secondary,no,yes,no,cellular,nov,21,585,4,191,4,failure
47,blue-collar,married,primary,no,no,no,cellular,aug,8,293,3,-1,0,unknown
45,services,married,secondary,no,yes,no,unknown,may,28,68,1,-1,0,unknown
57,retired,married,primary,no,no,no,unknown,jun,17,97,1,-1,0,unknown
27,admin.,married,secondary,no,yes,no,unknown,may,9,1713,1,-1,0,unknown
49,unemployed,divorced,secondary,no,no,no,cellular,jul,9,218,3,-1,0,unknown
43,services,married,primary,no,yes,no,cellular,may,14,109,1,360,2,failure
40,management,married,tertiary,no,yes,no,telephone,nov,21,661,1,-1,0,unknown
32,services,single,secondary,no,yes,no,cellular,may,6,145,1,-1,0,unknown
58,management,married,primary,no,yes,no,telephone,may,18,54,4,-1,0,unknown
34,admin.,single,secondary,no,yes,no,cellular,apr,20,111,1,-1,0,unknown
46,technician,divorced,secondary,no,yes,no,unknown,may,14,566,2,-1,0,unknown
29,blue-collar,married,secondary,no,no,no,cellular,jun,3,136,1,-1,0,unknown
52,blue-collar,married,primary,no,no,no,cellular,aug,4,273,1,-1,0,unknown
45,management,married,tertiary,no,no,no,cellular,jun,30,160,1,-1,0,unknown
26,management,single,secondary,no,no,no,cellular,jul,28,76,4,-1,0,unknown
40,technician,married,tertiary,no,no,no,cellular,aug,19,44,1,-1,0,unknown
41,admin.,married,secondary,no,yes,yes,unknown,may,27,239,1,-1,0,unknown
47,admin.,single,secondary,no,no,no,cellular,jul,12,250,2,181,4,success
27,technician,single,unknown,no,no,no,cellular,jul,15,792,4,-1,0,unknown
27,services,married,secondary,no,yes,no,cellular,jul,23,198,13,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,unknown,may,6,73,1,-1,0,unknown
49,admin.,married,secondary,no,no,no,cellular,aug,20,157,3,-1,0,unknown
35,blue-collar,married,primary,no,yes,no,cellular,jul,24,90,6,-1,0,unknown
47,self-employed,married,secondary,yes,no,no,cellular,feb,5,236,2,-1,0,unknown
54,management,married,tertiary,no,no,no,cellular,jul,16,118,5,-1,0,unknown
39,management,single,tertiary,no,no,no,telephone,nov,18,40,1,-1,0,unknown
28,student,single,secondary,no,yes,no,cellular,apr,17,346,1,-1,0,unknown
54,blue-collar,married,primary,no,no,no,unknown,jun,19,200,2,-1,0,unknown
34,technician,married,secondary,no,yes,no,cellular,apr,20,187,3,332,3,other
63,retired,married,secondary,no,no,no,cellular,sep,11,113,1,80,1,failure
42,self-employed,married,tertiary,no,yes,no,unknown,may,16,192,32,-1,0,unknown
43,technician,single,secondary,no,no,no,unknown,may,29,92,1,-1,0,unknown
37,admin.,married,secondary,no,yes,no,cellular,may,8,682,2,85,7,success
55,blue-collar,married,primary,no,no,no,cellular,aug,25,139,9,-1,0,unknown
43,management,single,tertiary,no,no,no,cellular,aug,6,501,2,-1,0,unknown
41,blue-collar,married,secondary,yes,no,yes,cellular,jul,24,651,1,-1,0,unknown
47,technician,divorced,secondary,no,yes,no,cellular,aug,18,405,13,-1,0,unknown
34,technician,married,secondary,no,yes,no,unknown,may,23,350,1,-1,0,unknown
28,student,single,secondary,no,no,no,cellular,apr,8,125,2,-1,0,unknown
36,services,married,secondary,no,yes,no,cellular,may,13,36,2,-1,0,unknown
50,technician,married,secondary,no,yes,no,cellular,nov,21,35,1,176,1,failure
35,blue-collar,married,secondary,no,yes,no,unknown,may,8,389,2,-1,0,unknown
40,technician,married,secondary,no,yes,yes,cellular,jan,29,194,1,247,1,failure
26,self-employed,single,tertiary,no,no,no,cellular,jan,29,168,3,-1,0,unknown
36,management,divorced,tertiary,no,yes,no,unknown,jun,4,347,3,-1,0,unknown
59,unemployed,married,primary,no,no,no,cellular,jan,30,3025,2,-1,0,unknown
28,student,single,secondary,no,no,no,cellular,mar,16,83,13,-1,0,unknown
46,entrepreneur,married,unknown,no,yes,no,unknown,may,9,332,2,-1,0,unknown
50,self-employed,married,secondary,no,no,no,cellular,aug,14,219,10,-1,0,unknown
53,management,married,tertiary,no,yes,no,cellular,apr,16,427,1,150,1,failure
81,retired,married,secondary,no,no,no,cellular,aug,19,65,5,-1,0,unknown
35,services,divorced,secondary,no,yes,no,cellular,may,5,192,2,-1,0,unknown
58,retired,married,unknown,no,no,no,cellular,aug,5,155,1,-1,0,unknown
44,services,married,secondary,no,yes,yes,cellular,may,11,161,1,-1,0,unknown
38,management,married,tertiary,no,yes,no,cellular,jul,21,533,1,-1,0,unknown
49,blue-collar,married,secondary,no,no,no,cellular,feb,4,19,3,175,2,other
33,technician,single,tertiary,no,no,yes,cellular,feb,5,193,1,176,8,failure
29,management,married,tertiary,no,yes,yes,cellular,jul,28,819,3,-1,0,unknown
28,technician,single,secondary,no,no,no,cellular,apr,30,278,1,-1,0,unknown
31,admin.,married,secondary,no,yes,yes,telephone,may,4,211,3,-1,0,unknown
33,management,single,tertiary,no,no,no,cellular,jan,29,617,2,-1,0,unknown
52,technician,married,secondary,no,yes,no,cellular,jul,23,61,2,-1,0,unknown
43,management,divorced,tertiary,no,yes,no,cellular,jul,25,197,6,-1,0,unknown
32,self-employed,single,secondary,no,yes,no,cellular,may,18,34,7,-1,0,unknown
36,self-employed,married,tertiary,no,yes,yes,cellular,jul,18,95,4,-1,0,unknown
41,blue-collar,married,secondary,no,yes,no,unknown,jun,3,147,2,-1,0,unknown
43,blue-collar,married,secondary,no,no,yes,cellular,jul,4,668,2,-1,0,unknown
45,self-employed,married,tertiary,no,no,no,unknown,jun,5,87,2,-1,0,unknown
39,technician,married,secondary,no,no,yes,cellular,jul,21,405,1,-1,0,unknown
41,services,married,secondary,no,yes,yes,unknown,may,13,83,7,-1,0,unknown
31,technician,married,secondary,no,no,no,cellular,jun,22,115,1,-1,0,unknown
37,unemployed,single,tertiary,yes,yes,no,cellular,jul,10,108,1,-1,0,unknown
28,entrepreneur,married,unknown,no,no,no,cellular,jan,29,113,1,-1,0,unknown
47,housemaid,married,primary,no,yes,no,cellular,aug,7,58,2,382,1,failure
37,housemaid,married,primary,no,no,no,cellular,aug,8,148,4,-1,0,unknown
60,retired,divorced,unknown,no,yes,no,cellular,jan,29,188,1,261,2,failure
43,technician,divorced,secondary,no,yes,no,telephone,jul,28,75,3,-1,0,unknown
